GENDER_LABEL,EDUC_LEVEL,AGE_GROUP,MARSTAT_LABEL,MH1_LABEL,count,percentage
Female,High School Graduate,20s,Now married,Anxiety disorders,1584,2.4275490030804128
Female,High School Graduate,20s,Now married,Attention deficit/hyperactivity disorder (ADHD),95,1.6940085592011414
Female,High School Graduate,20s,Now married,Bipolar disorders,1529,1.7253636353377944
Female,High School Graduate,20s,Now married,Conduct disorders,6,1.530612244897959
Female,High School Graduate,20s,Now married,Delirium/dementia disorders,6,0.4369992716678805
Female,High School Graduate,20s,Now married,Depressive disorders,3673,2.208340347754984
Female,High School Graduate,20s,Now married,Oppositional defiant disorders,1,0.5076142131979695
Female,High School Graduate,20s,Now married,Other disorders/conditions,429,1.5278321877559742
Female,High School Graduate,20s,Now married,Personality disorders,137,1.871073477192024
Female,High School Graduate,20s,Now married,Pervasive developmental disorders,7,0.7909604519774011
Female,High School Graduate,20s,Now married,Schizophrenia or other psychotic disorders,317,0.5012412440902551
Female,High School Graduate,20s,Now married,Trauma- and stressor-related disorders,1421,2.317351598173516
Female,High School Graduate,20s,Now married,unknown/invalid,778,1.68023670172559
Female,High School Graduate,20s,Separated,Alcohol or substance use disorders,121,0.9221858090084596
Female,High School Graduate,20s,Separated,Anxiety disorders,368,0.5639760310186817
Female,High School Graduate,20s,Separated,Attention deficit/hyperactivity disorder (ADHD),22,0.3922967189728958
Female,High School Graduate,20s,Separated,Bipolar disorders,632,0.7131653482887417
Female,High School Graduate,20s,Separated,Conduct disorders,1,0.2551020408163265
Female,High School Graduate,20s,Separated,Delirium/dementia disorders,1,0.0728332119446467
Female,High School Graduate,20s,Separated,Depressive disorders,1121,0.6739857146292778
Female,High School Graduate,20s,Separated,Oppositional defiant disorders,1,0.5076142131979695
Female,High School Graduate,20s,Separated,Other disorders/conditions,116,0.4131201253605898
Female,High School Graduate,20s,Separated,Personality disorders,51,0.6965310024583447
Female,High School Graduate,20s,Separated,Pervasive developmental disorders,4,0.4519774011299435
Female,High School Graduate,20s,Separated,Schizophrenia or other psychotic disorders,133,0.2102999541451227
Female,High School Graduate,20s,Separated,Trauma- and stressor-related disorders,501,0.8170254403131115
Female,High School Graduate,20s,Separated,unknown/invalid,267,0.5766365030343606
Female,High School Graduate,20s,unknown/invalid,Alcohol or substance use disorders,177,1.3489825470619616
Female,High School Graduate,20s,unknown/invalid,Anxiety disorders,6039,9.255030574244074
Female,High School Graduate,20s,unknown/invalid,Attention deficit/hyperactivity disorder (ADHD),821,14.639800285306706
Female,High School Graduate,20s,unknown/invalid,Bipolar disorders,2906,3.2792064907074105
Female,High School Graduate,20s,unknown/invalid,Conduct disorders,27,6.887755102040815
Female,High School Graduate,20s,unknown/invalid,Delirium/dementia disorders,8,0.5826656955571741
Female,High School Graduate,20s,unknown/invalid,Depressive disorders,7205,4.33190639955749
Female,High School Graduate,20s,unknown/invalid,Oppositional defiant disorders,27,13.705583756345176
Female,High School Graduate,20s,unknown/invalid,Other disorders/conditions,1302,4.636917269133516
Female,High School Graduate,20s,unknown/invalid,Personality disorders,765,10.44796503687517
Female,High School Graduate,20s,unknown/invalid,Pervasive developmental disorders,26,2.937853107344633
Female,High School Graduate,20s,unknown/invalid,Schizophrenia or other psychotic disorders,1342,2.121973973404171
Female,High School Graduate,20s,unknown/invalid,Trauma- and stressor-related disorders,4100,6.6862361382909326
Female,High School Graduate,20s,unknown/invalid,unknown/invalid,2457,5.306351640282487
Female,High School Graduate,30s,"Divorced, widowed",Alcohol or substance use disorders,583,4.4432588979498515
Female,High School Graduate,30s,"Divorced, widowed",Anxiety disorders,1450,2.22218816569861
Female,High School Graduate,30s,"Divorced, widowed",Attention deficit/hyperactivity disorder (ADHD),105,1.8723252496433669
Female,High School Graduate,30s,"Divorced, widowed",Bipolar disorders,2641,2.9801735519470993
Female,High School Graduate,30s,"Divorced, widowed",Conduct disorders,7,1.7857142857142856
Female,High School Graduate,30s,"Divorced, widowed",Delirium/dementia disorders,9,0.6554989075018208
Female,High School Graduate,30s,"Divorced, widowed",Depressive disorders,3882,2.3339987013299344
Female,High School Graduate,30s,"Divorced, widowed",Oppositional defiant disorders,3,1.5228426395939088
Female,High School Graduate,30s,"Divorced, widowed",Other disorders/conditions,421,1.4993411446276577
Female,High School Graduate,30s,"Divorced, widowed",Personality disorders,183,2.499317126468178
Female,High School Graduate,30s,"Divorced, widowed",Pervasive developmental disorders,1,0.1129943502824858
Female,High School Graduate,30s,"Divorced, widowed",Schizophrenia or other psychotic disorders,843,1.3329538446942746
Female,High School Graduate,30s,"Divorced, widowed",Trauma- and stressor-related disorders,1841,3.002283105022831
Female,High School Graduate,30s,"Divorced, widowed",unknown/invalid,918,1.9825929205451052
Female,High School Graduate,30s,Never married,Alcohol or substance use disorders,2369,18.055026293727614
Female,High School Graduate,30s,Never married,Anxiety disorders,5793,8.878024857856584
Female,High School Graduate,30s,Never married,Attention deficit/hyperactivity disorder (ADHD),642,11.44793152639087
Female,High School Graduate,30s,Never married,Bipolar disorders,10676,12.047077940396528
Female,High School Graduate,30s,Never married,Conduct disorders,61,15.56122448979592
Female,High School Graduate,30s,Never married,Delirium/dementia disorders,33,2.4034959941733427
Female,High School Graduate,30s,Never married,Depressive disorders,16166,9.719583463601165
Female,High School Graduate,30s,Never married,Oppositional defiant disorders,42,21.31979695431472
Female,High School Graduate,30s,Never married,Other disorders/conditions,3688,13.134370882153924
Female,High School Graduate,30s,Never married,Personality disorders,536,7.320404261130839
Female,High School Graduate,30s,Never married,Pervasive developmental disorders,197,22.259887005649716
Female,High School Graduate,30s,Never married,Schizophrenia or other psychotic disorders,6883,10.88341792767579
Female,High School Graduate,30s,Never married,Trauma- and stressor-related disorders,6216,10.136986301369864
Female,High School Graduate,30s,Never married,unknown/invalid,4509,9.738029933265665
Female,High School Graduate,30s,Now married,Alcohol or substance use disorders,622,4.7404923405228265
Female,High School Graduate,30s,Now married,Anxiety disorders,2336,3.580021762118588
Female,High School Graduate,30s,Now married,Attention deficit/hyperactivity disorder (ADHD),174,3.1027104136947217
Female,High School Graduate,30s,Now married,Bipolar disorders,3028,3.4168744851555535
Female,High School Graduate,30s,Now married,Conduct disorders,6,1.530612244897959
Female,High School Graduate,30s,Now married,Delirium/dementia disorders,6,0.4369992716678805
Female,High School Graduate,30s,Now married,Depressive disorders,5344,3.2130059402130784
Female,High School Graduate,30s,Now married,Oppositional defiant disorders,1,0.5076142131979695
Female,High School Graduate,30s,Now married,Other disorders/conditions,630,2.243669646354927
Female,High School Graduate,30s,Now married,Personality disorders,162,2.2125102431029773
Female,High School Graduate,30s,Now married,Pervasive developmental disorders,4,0.4519774011299435
Female,High School Graduate,30s,Now married,Schizophrenia or other psychotic disorders,882,1.3946207485413409
Female,High School Graduate,30s,Now married,Trauma- and stressor-related disorders,2204,3.594259621656882
Female,High School Graduate,30s,Now married,unknown/invalid,1313,2.8356693950715934
Female,High School Graduate,30s,Separated,Alcohol or substance use disorders,368,2.8046642786372993
Female,High School Graduate,30s,Separated,Anxiety disorders,697,1.0681828630978836
Female,High School Graduate,30s,Separated,Attention deficit/hyperactivity disorder (ADHD),45,0.8024251069900142
Female,High School Graduate,30s,Separated,Bipolar disorders,1611,1.8178945824258903
Female,High School Graduate,30s,Separated,Conduct disorders,3,0.7653061224489796
Female,High School Graduate,30s,Separated,Delirium/dementia disorders,1,0.0728332119446467
Female,High School Graduate,30s,Separated,Depressive disorders,2321,1.3954690844376036
Female,High School Graduate,30s,Separated,Other disorders/conditions,226,0.8048719683749421
Female,High School Graduate,30s,Separated,Personality disorders,70,0.9560229445506692
Female,High School Graduate,30s,Separated,Schizophrenia or other psychotic disorders,515,0.8143193713138214
Female,High School Graduate,30s,Separated,Trauma- and stressor-related disorders,991,1.6161121983039792
Female,High School Graduate,30s,Separated,unknown/invalid,601,1.297972053646632
Female,High School Graduate,30s,unknown/invalid,Alcohol or substance use disorders,220,1.6767014709244723
Female,High School Graduate,30s,unknown/invalid,Anxiety disorders,7018,10.755390721981271
Female,High School Graduate,30s,unknown/invalid,Attention deficit/hyperactivity disorder (ADHD),944,16.833095577746075
Female,High School Graduate,30s,unknown/invalid,Bipolar disorders,3601,4.063462688588226
Female,High School Graduate,30s,unknown/invalid,Conduct disorders,22,5.612244897959184
Female,High School Graduate,30s,unknown/invalid,Delirium/dementia disorders,6,0.4369992716678805
Female,High School Graduate,30s,unknown/invalid,Depressive disorders,7092,4.263966715567206
Female,High School Graduate,30s,unknown/invalid,Oppositional defiant disorders,7,3.5532994923857872
Female,High School Graduate,30s,unknown/invalid,Other disorders/conditions,1278,4.5514441397485665
Female,High School Graduate,30s,unknown/invalid,Personality disorders,858,11.718109806063918
Female,High School Graduate,30s,unknown/invalid,Pervasive developmental disorders,19,2.1468926553672314
Female,High School Graduate,30s,unknown/invalid,Schizophrenia or other psychotic disorders,1868,2.9536865740081906
Female,High School Graduate,30s,unknown/invalid,Trauma- and stressor-related disorders,5021,8.188193085453358
Female,High School Graduate,30s,unknown/invalid,unknown/invalid,2752,5.943459387080751
Female,High School Graduate,40s,"Divorced, widowed",Alcohol or substance use disorders,606,4.618550415364683
Female,High School Graduate,40s,"Divorced, widowed",Anxiety disorders,1838,2.816815067968307
Female,High School Graduate,40s,"Divorced, widowed",Attention deficit/hyperactivity disorder (ADHD),124,2.211126961483595
Female,High School Graduate,40s,"Divorced, widowed",Bipolar disorders,4534,5.116284318261321
Female,High School Graduate,40s,"Divorced, widowed",Conduct disorders,5,1.2755102040816326
Female,High School Graduate,40s,"Divorced, widowed",Delirium/dementia disorders,11,0.8011653313911145
Female,High School Graduate,40s,"Divorced, widowed",Depressive disorders,5954,3.57975998653231
Female,High School Graduate,40s,"Divorced, widowed",Oppositional defiant disorders,1,0.5076142131979695
Female,High School Graduate,40s,"Divorced, widowed",Other disorders/conditions,649,2.311335873784679
Female,High School Graduate,40s,"Divorced, widowed",Personality disorders,181,2.4720021851953016
Female,High School Graduate,40s,"Divorced, widowed",Pervasive developmental disorders,2,0.2259887005649717
Female,High School Graduate,40s,"Divorced, widowed",Schizophrenia or other psychotic disorders,1900,3.0042850592160395
